disease,postLink,postHeading,postContent
Nausea / Vomiting,https://www.drugs.com/answers/trulicity-month-worst-side-effects-belching-2978239.html,I've been on trulicity for a month. The worst side effects for me have been belching and flatulence?,"... I've had occasional nausea and lightheadedness along with decreased appetite. I do not take anything else for my diabetes. My sugars were over 300 in the AM's, now I'm running about 150-180. I have not changed my diet... Yet... and I need to lose 100#. I've tried Victoza, stopped that due to extreme migraines. I was put on byuredon ... like stabbing myself with a huge dull needle with a syringe that looked like a torpedo. What a joke, and I'm a nurse! So far the jury's out on trulicity. But the side effects sound awful, and the sooner I can lose some weight and manage my diet the sooner I can get off these drugs. I just wish they had a patch for sugar cravings the way they have a patch for nicotine abuse. Sugar is an addiction and it's in just about everything! Just on here looking to see what others have experienced and share thoughts. "
Migraine,https://www.drugs.com/answers/breastfeeding-tramadol-727296.html,If I'm breastfeeding is it ok to take tramadol?,I was prescribed tramadol during my pregnancy for my migraines and back pain. Is it ok to take it now that I'm breastfeeding? 
Migraine,https://www.drugs.com/answers/new-problem-neuropathic-pain-teeth-681163.html,I've got a new problem with neuropathic pain in my teeth?,"Anyone have any other ideas of what to take? I'm currently taking opiate patches which aren't helping at all, and any other pain meds will cause me to have rebound migraines. A muscle relaxant of some kind? I can't believe that this new almost intolerable pain has found me. It is as bad or worse than my migraines, except when my migraines get so bad that I have to go to the ER. Sharp pains that move around to different teeth. The pain is all the time, but at times is nearly intolerable. Very difficult to sleep. Can't think straight. Now I have to wait for one of my 2 neurologists to fit me in for an appointment which are very difficult to get. The doctor who diagnosed it wouldn't prescribe anything for me because my medical situation is ""too complicated"" with all my medications and problems. When I pressed him for what medication, he said Neurontin which made me nearly comatose at the lowest possible dose years ago. Maybe I'll be ready to become comatose, but I really couldn't do anything. Even turning my head to look at my husband was outside the realm of possibility. It was truly wierd. How would I eat and I'm very low in weight. "
Nausea / Vomiting,https://www.drugs.com/answers/how-long-do-side-effects-from-lexapro-last-i-e-339837.html,"How long do side effects from Lexapro last? i.e. brain zaps, nausea, low energy?","I have been on this pill for about 8 years, (I know) I finally decided to come off because I think the pill has taken over my life. I initially started for depression/anxiety, but feel that I have overcome them, through the help of Lexapro, but now I am dependent on them and no longer want to take it. I've begun major vitamin supplements over the last year and a half, which I think have helped me immensely. But when do the brain zapps, shocking sensations and all the withdrawal symptoms stop? Should I try something like 5HTP, or St. John's wort to ease the withdrawal? Please any advice will be greatly appreciated... "
Nausea / Vomiting,https://www.drugs.com/answers/doxycycline-acne-3357883.html,I have been on doxycycline for my acne.,I have been on doxycycline for my acne but every time I take it. I get EXTREMELY nauseous. So much that I throw up every time. I have tried taking it with a full meal. And no meal. I’ve even gone without milk. And with. It happens throughout the day and I’ve been on it for about a month. And it just appears randomly. Such as just 15 minutes ago in the shower. My supper appeared before me. It never happened while I took minocycline. Please try and get back to me. Thanks 
Nausea / Vomiting,https://www.drugs.com/answers/lexapro-make-you-feel-awful-first-3395933.html,Did Lexapro make you feel awful at first?,"I started on 5mg Lexapro on March 10th for anxiety and panic disorder. The second week I felt a lot better but on day 14 my symptoms began again (lightheadedness, nausea, dizziness). On the 26th I saw a psychiatrist for the first time ever and he increased my dose to 10mg. I have had horrible tension headaches for at least 2 weeks, crying episodes for a month and since they increased my dose I’ve felt terrible, the lightheadedness has gotten better in the last 2 days but I still have racing thoughts, terrible headaches, nausea and panic. Not to mention I just don’t feel like myself at all. Has anyone else experienced this? Please tell me it gets better. I’m terrified I will have to switch to a different medication and start this process all over again. ☹️ "
Nausea / Vomiting,https://www.drugs.com/answers/compazine-shown-discontinued-drugs-3067563.html,"Why is Compazine, being shown as discontinued on Drugs.com?",This drug is not being shown as discontinued on any other site I have checked. 
Nausea / Vomiting,https://www.drugs.com/answers/doc-gave-lexapro-10mg-2-days-worst-side-effects-3377798.html,The doctor gave me Lexapro 10mg and I only took for 2 days and I’m having the worst side effects?,"I’m really nervous!  I took 10mg of Lexapro for 2 days!  I’ve had hot flashes, loss of appetite, dizziness,my head feels numb (please tell me someone else has that) , nausea, it has made my anxiety 10x worse. Please someone help!! I’ve seen some older comments of some similar side effects. But would like some more advice. "
Nausea / Vomiting,https://www.drugs.com/answers/fentanyl-patch-side-effects-nausea-769683.html,Fentanyl patch side effects nausea?,"Hey, I am just started using the Fentanyl Transdermal Patch 50 mcg and I first applied it about 15 hours ago for the first time. I am having terrible nausea and ended up vomitting a couple times. Can anyone tell me if this is normal and what I should do and will this effect go away? Feeling pretty miserable right now and I have a terrible headache. Thanl you so much "
Migraine,https://www.drugs.com/answers/vicodin-pain-medication-helps-suggestions-670345.html,Migraines - my P.A. wants me off Vicodin. It's the only pain medication that helps. Any suggestions?,"I've been suffering from migraines for over 6 years. Imitrex and topomax did't help much, and the side affects were terrible. Vicodin is the only medication that relieves the pain. Any suggestions? "
Nausea / Vomiting,https://www.drugs.com/answers/nausea-trazodone-666106.html,"Nausea from trazodone, how can I decrease this?",I am experiencing a lot of nauseas is this common and also any suggestions on how to decrease it. I take 100mg per day. 
Migraine,https://www.drugs.com/answers/topamax-migraines-dosage-400mg-906842.html,Topamax for migraines dosage 400mg?,"Hi I am currently getting migraines that have increased radically in the last six months to appox 5 a month,a have been taking a dose of topamax of 100mg a day for the last three years and on seeing a consultant recently he has suggested upping the dosage to 400mg. I have upped it gradually to 200mg a day but can see nowhere on any forum that anyone seems to be taking this much for migraines, any suggestions? Thanks "
Migraine,https://www.drugs.com/answers/persisting-pain-shingles-long-after-starting-830451.html,"Persisting Pain, Shingles - How long after starting treatment with Valtrex can I expect to see an?","How long before I can expect an improvement from scalp and eye shingles please? Have had migraine like pain for 3 days and been treated for same, then got a burning pain last night if I touched the area of the migraine. GP diagnosed early shingles this morning, and the rash is starting to come out this pm. "
